"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.51257449253426e-10,0.577222987326967,0.487,0.391,1.08466928173158e-05,"0","SF3B6"
7.26602949454793e-10,0.410208829981469,0.521,0.419,1.21015721231696e-05,"0","FAM49B"
7.28075832814435e-10,0.368332498388392,0.653,0.571,1.21261029955244e-05,"0","HIGD2A"
7.28283787717626e-10,0.651129543026352,0.315,0.219,1.21295664844371e-05,"0","KDELR2"
7.69061500722948e-10,0.371056881811524,0.708,0.662,1.28087192945407e-05,"0","PCBP2"
9.9021766814887e-10,0.449914950683264,0.562,0.475,1.64920752630194e-05,"0","GDI2"
1.18043556900005e-09,0.686495163648833,0.308,0.217,1.96601544016959e-05,"0","WAC"
1.56688117229883e-09,0.278870526686827,0.849,0.832,2.60964059246371e-05,"0","PNRC1"
1.83276494354092e-09,0.57898640918119,0.4,0.304,3.05247001346739e-05,"0","MRPL54"
2.10717435324602e-09,0.579101191960839,0.385,0.29,3.50949888533125e-05,"0","EIF1B"
2.94573769128758e-09,0.488601620938641,0.544,0.463,4.90612612483946e-05,"0","C14orf166"
2.97896551978927e-09,0.574445189645041,0.427,0.334,4.96146707320902e-05,"0","MYH9"
3.07827251441217e-09,0.616989815059134,0.347,0.257,5.12686287275346e-05,"0","PAK2"
3.95084157048314e-09,0.718577609897383,0.252,0.169,6.58012663563967e-05,"0","UBE2E3"
4.01917156524888e-09,0.414597765501794,0.578,0.49,6.693930241922e-05,"0","ARPC4"
4.439274206776e-09,0.61313259564106,0.319,0.229,7.39361119138542e-05,"0","DNAJC15"
7.57056789462605e-09,0.696813778515122,0.256,0.174,0.000126087808284997,"0","PARVG"
8.03079868385936e-09,0.597855739754256,0.338,0.248,0.000133752952079678,"0","C1orf43"
8.23060991141798e-09,0.263780105676098,0.814,0.811,0.000137080808074666,"0","SUMO2"
9.41904259912153e-09,0.752243895591603,0.311,0.23,0.000156874154488369,"0","RBMS1"
1.16852025218086e-08,0.632873731142229,0.281,0.199,0.000194617048000723,"0","AKR1A1"
1.36977367359483e-08,0.62036737404554,0.331,0.245,0.000228135805337219,"0","PPCS"
1.44258773608268e-08,0.658493487641585,0.307,0.224,0.00024026298744457,"0","ARL4A"
1.61125439201969e-08,0.477618748819569,0.443,0.352,0.000268354418990879,"0","AURKAIP1"
2.16113040586215e-08,0.585175789239636,0.489,0.412,0.000359936269096342,"0","CRIP1"
2.87886596939982e-08,0.624679071452026,0.253,0.174,0.00047947512720354,"0","HEBP2"
3.12782937824136e-08,0.524523032739776,0.394,0.306,0.000520939982946099,"0","SUMO3"
3.92941732772043e-08,0.618694320470919,0.283,0.202,0.000654444455931838,"0","SDF2L1"
4.12885993373071e-08,0.532277088874982,0.411,0.321,0.000687661621962849,"0","ANAPC11"
4.26058446279696e-08,0.501380731415888,0.513,0.437,0.000709600342278833,"0","PSMA2"
4.97759028227364e-08,0.25935639406406,0.382,0.278,0.000829017661512674,"0","CTSC"
5.11922306172225e-08,0.664044233000085,0.27,0.192,0.000852606600929841,"0","NDUFS4"
5.59444139135226e-08,0.510421189438878,0.404,0.319,0.00093175421372972,"0","ESD"
6.84746630414909e-08,0.511894298227342,0.434,0.36,0.00114044551295603,"0","BST2"
6.96966990380283e-08,0.608386181262168,0.281,0.198,0.00116079852247836,"0","ADPGK"
6.99345377785707e-08,0.464171875150707,0.389,0.298,0.00116475972670209,"0","TMED10"
7.36245832702807e-08,0.493106855667476,0.383,0.293,0.00122621743436652,"0","ROMO1"
7.57527647474483e-08,0.565471611567121,0.373,0.291,0.00126166229686875,"0","FAAP20"
7.88969175397732e-08,0.348528748194689,0.363,0.271,0.00131402816162492,"0","SNX2"
8.58744214824307e-08,0.370960895010055,0.656,0.587,0.00143023848978988,"0","C4orf3"
8.8061337403815e-08,0.646659588679502,0.263,0.186,0.00146666157446054,"0","FIBP"
9.86641503026292e-08,0.465768835132569,0.295,0.212,0.00164325142329029,"0","PMAIP1"
1.11466463450125e-07,0.704064563309865,0.25,0.174,0.00185647394876184,"0","ECHDC1"
1.21651701683308e-07,0.379890054649975,0.556,0.483,0.00202610909153549,"0","RPS27L"
1.29664720531877e-07,0.446259206301254,0.412,0.329,0.00215956592045841,"0","OSTC"
1.52256465905115e-07,0.459730710213069,0.371,0.284,0.0025358314396497,"0","HERPUD1"
1.53297209740263e-07,0.32819177107871,0.51,0.414,0.00255316502822408,"0","HNRNPH1"
1.53629534346726e-07,0.417631266495548,0.4,0.308,0.00255869989454472,"0","PRKCB"
1.54846271264671e-07,0.592346667078194,0.268,0.191,0.0025789646479131,"0","WNK1"
1.65366585935272e-07,0.620309284521625,0.276,0.201,0.00275418048875196,"0","BTF3L4"
2.05244184883869e-07,0.474361657626255,0.395,0.317,0.00341834189924084,"0","CSNK1A1"
2.11957585483119e-07,0.503695944859956,0.358,0.274,0.00353015358622134,"0","CD55"
2.1349190275164e-07,0.55845036470235,0.284,0.208,0.00355570764032856,"0","RNASEH2C"
2.15741470547481e-07,0.692771212456429,0.293,0.217,0.0035931741919683,"0","CDV3"
2.39324350685728e-07,0.483596367014557,0.434,0.351,0.00398594706067081,"0","NDUFC2"
2.83625406136879e-07,0.381276337726655,0.586,0.514,0.00472378113920971,"0","HNRNPU"
3.38769928888622e-07,0.606068225236702,0.333,0.255,0.00564221316564,"0","MRPL41"
5.10365827951863e-07,0.28914363282756,0.545,0.461,0.00850014286453827,"0","DBI"
5.20539697396359e-07,0.577247040039353,0.262,0.188,0.00866958866013635,"0","UTRN"
6.24668111538651e-07,0.66857371595674,0.258,0.189,0.0104038473976762,"0","RHEB"
6.42726033455309e-07,0.394562741892707,0.476,0.388,0.0107046020871982,"0","RNH1"
7.33399360968629e-07,0.466017926964574,0.447,0.369,0.0122147663569325,"0","TAX1BP1"
8.18246046404987e-07,0.412135574649128,0.59,0.523,0.0136278879028751,"0","HNRNPA3"
8.77188600633474e-07,0.500781653146317,0.326,0.247,0.0146095761435505,"0","TMEM165"
9.58635671098832e-07,0.593952979380429,0.285,0.213,0.015966077102151,"0","MTIF3"
9.65622294359348e-07,0.47553843798418,0.389,0.314,0.0160824393125549,"0","COX14"
1.00572528191502e-06,0.361224650658143,0.544,0.467,0.0167503545702946,"0","MBNL1"
1.05767321069875e-06,0.259789774712041,0.795,0.777,0.0176155473241877,"0","EIF3K"
1.22026591448742e-06,0.562668299065561,0.254,0.187,0.020323528805788,"0","STAT1"
1.36613136715827e-06,0.502507157982245,0.412,0.342,0.0227529179200209,"0","BAX"
1.62164646290452e-06,0.286193369650316,0.632,0.566,0.0270085218396747,"0","SLC25A3"
1.85257756867116e-06,0.498990420397803,0.282,0.208,0.0308546794062182,"0","HM13"
1.98892313995489e-06,0.425646873442179,0.504,0.434,0.0331255148959487,"0","SNRPG"
1.99683019886748e-06,0.433735782565128,0.349,0.268,0.0332572069621379,"0","DRAM2"
2.02867186685024e-06,0.34542446760447,0.558,0.51,0.0337875299423908,"0","TMEM59"
2.17998968725547e-06,0.433493337022408,0.504,0.442,0.0363077282412398,"0","NDUFB10"
2.20817159259361e-06,0.558678672191933,0.302,0.232,0.0367770978746465,"0","NCKAP1L"
2.39148340259799e-06,0.253114416328313,0.746,0.722,0.0398301560702696,"0","COX7A2"
3.34355176023415e-06,0.492016958686478,0.355,0.279,0.0556868545666997,"0","NDUFB3"
3.58135368272432e-06,0.369104083801564,0.568,0.519,0.0596474455857736,"0","STK17B"
4.52490107255267e-06,0.56785590584466,0.351,0.287,0.0753622273633647,"0","NDUFAB1"
5.19435655192393e-06,0.255011167003994,0.688,0.641,0.086512008372293,"0","TPM3"
6.47660568364581e-06,0.325730486076491,0.562,0.506,0.107867867661121,"0","ATP5G3"
6.95391185797202e-06,0.625037862871233,0.259,0.195,0.115817401994524,"0","MRPS36"
6.97534368941934e-06,0.573151521476784,0.315,0.249,0.116174349147279,"0","ETFB"
8.23570686571537e-06,0.457956940940725,0.398,0.324,0.137165697848489,"0","PPP4C"
9.38720630769521e-06,0.465793150739157,0.37,0.299,0.156343921054664,"0","GTF2A2"
1.10418824705681e-05,0.332338061022239,0.425,0.347,0.183902552547311,"0","IFI16"
1.13236538752577e-05,0.494229042985038,0.289,0.223,0.188595455292417,"0","TNFAIP3"
1.14780897807147e-05,0.565011557131126,0.262,0.199,0.191167585297804,"0","ERICH1"
1.29283810655317e-05,0.250773510943658,0.692,0.638,0.21532218664643,"0","ATP5O"
1.34979872380232e-05,0.437703810349578,0.415,0.348,0.224808977449277,"0","DDX3X"
1.43729896302163e-05,0.3900595012312,0.433,0.367,0.239382142291252,"0","ZNF706"
1.48644918954649e-05,0.528636648475775,0.27,0.208,0.247568112518968,"0","GNAI3"
1.49792157260581e-05,0.287468632070813,0.471,0.393,0.249478837917498,"0","PLP2"
1.5361983037589e-05,0.358774161507897,0.447,0.38,0.255853827491046,"0","FIS1"
1.54927722129559e-05,0.548045787105017,0.303,0.242,0.258032121206781,"0","PCMT1"
1.58501376167391e-05,0.507701144522568,0.252,0.188,0.26398404200679,"0","MMP24-AS1"
1.73200448655214e-05,0.32698856139557,0.445,0.373,0.288465347235259,"0","LINC00493"
1.80381008173663e-05,0.523894689779138,0.293,0.233,0.300424569113235,"0","PABPC4"
1.90486463611492e-05,0.439326450067203,0.354,0.289,0.31725520514494,"0","TLE4"
2.16788587389713e-05,0.446227891352889,0.329,0.265,0.361061392297567,"0","TCEB1"
2.51931828928662e-05,0.390275196329015,0.415,0.35,0.419592461080686,"0","TMEM50A"
2.79288538865731e-05,0.298780712525552,0.479,0.422,0.465155061480875,"0","HSP90B1"
3.09514882689351e-05,0.328763283967723,0.264,0.2,0.515497037119114,"0","TPM4"
3.78391440416513e-05,0.471862889085155,0.263,0.201,0.630210944013703,"0","UFM1"
4.50714388258608e-05,0.264297773803479,0.425,0.352,0.750664813644712,"0","TGFB1"
5.02350247881348e-05,0.372402284455235,0.392,0.331,0.836664337846385,"0","ZNF207"
5.51151045353475e-05,0.440468345111613,0.313,0.25,0.917942066036212,"0","MRPL51"
5.9755074001022e-05,0.52975706089465,0.257,0.2,0.995220757487022,"0","VPS13C"
6.62662768863029e-05,0.426145541915984,0.371,0.316,1,"0","C8orf59"
6.96578734526343e-05,0.346374624720984,0.41,0.341,1,"0","MAP1LC3B"
8.10163462945231e-05,0.55450770062776,0.257,0.201,1,"0","PSENEN"
8.52874675601303e-05,0.264201170061259,0.457,0.388,1,"0","OSTF1"
0.000100595609818844,0.457347074114281,0.328,0.268,1,"0","KIF5B"
0.000126294382938222,0.409356428033769,0.284,0.225,1,"0","HN1"
0.000127807381869388,0.566929149993325,0.276,0.224,1,"0","HSD17B10"
0.000155082577238092,0.413666512313048,0.27,0.213,1,"0","SLC38A2"
0.000182852580735861,0.423333678879846,0.303,0.244,1,"0","VDAC1"
0.000188876338982036,0.344131176081923,0.338,0.276,1,"0","CAPN2"
0.000220644743176786,0.544883597608166,0.263,0.211,1,"0","MRPL14"
0.000228371321671835,0.291894904303981,0.432,0.37,1,"0","SELT"
0.000243374370264587,0.367780728538145,0.506,0.463,1,"0","YPEL5"
0.000253108899769682,0.385600674425758,0.413,0.362,1,"0","BCLAF1"
0.000278332058011167,0.398434887476755,0.37,0.316,1,"0","NDUFS8"
0.000300915158884152,0.388816252405085,0.296,0.24,1,"0","FKBP2"
0.000346173045098474,0.397376280136137,0.378,0.322,1,"0","TMEM256"
0.000354395504045849,0.324826054761941,0.366,0.307,1,"0","PDIA6"
0.000386754675078603,0.306312608761911,0.496,0.448,1,"0","CCT8"
0.000462381268649825,0.326674788437543,0.404,0.348,1,"0","LSM3"
0.000471701073574416,0.342516653064473,0.46,0.411,1,"0","VPS28"
0.000530232961281781,0.287646224637568,0.428,0.376,1,"0","SCAF11"
0.000622001576382469,0.392465774198622,0.291,0.243,1,"0","SHKBP1"
0.000726788299577146,0.353015784074345,0.448,0.407,1,"0","PAPOLA"
0.000986853950932265,0.337308017633115,0.496,0.455,1,"0","SYF2"
0.00107313635390502,0.353595823451193,0.336,0.288,1,"0","RNF7"
0.0011740545979527,0.322333409624398,0.416,0.364,1,"0","C19orf60"
0.00132104350605463,0.422348447443776,0.315,0.268,1,"0","BAZ1A"
0.00142562662410055,0.379566893453653,0.276,0.225,1,"0","IDH3G"
0.0014462559986879,0.308499684959594,0.35,0.298,1,"0","POLR2J"
0.00145607383564295,0.345284811829555,0.295,0.242,1,"0","PPP2CA"
0.00160718721319506,0.383515875882946,0.251,0.206,1,"0","CHD1"
0.00178439833806159,0.302968210158075,0.376,0.321,1,"0","GRB2"
0.0021911915514026,0.376802366162995,0.323,0.277,1,"0","DNAJB6"
0.00234854862476792,0.301273307238182,0.425,0.378,1,"0","LSM8"
0.00240518481721646,0.381199563027062,0.313,0.269,1,"0","C16orf13"
0.00258072356198476,0.404752457917175,0.256,0.211,1,"0","MED28"
0.00258095428381334,0.280301740735721,0.274,0.227,1,"0","SNAP23"
0.00283581432484671,0.328382640902954,0.378,0.338,1,"0","UQCRFS1"
0.00286341844538708,0.520269351735725,0.254,0.213,1,"0","PFDN4"
0.00327196610317949,0.353316006050966,0.286,0.244,1,"0","LSM10"
0.00340028675937604,0.368759983868584,0.25,0.206,1,"0","MSL3"
0.00353872318245211,0.331837969511236,0.351,0.307,1,"0","MRPL20"
0.00358493343141757,0.330679868218658,0.323,0.28,1,"0","PRKAR1A"
0.00392568057936116,0.33614307568177,0.336,0.296,1,"0","DOCK8"
0.00414363666313098,0.31043703428061,0.478,0.453,1,"0","MTDH"
0.00567007354900436,0.277333493936593,0.294,0.254,1,"0","TLN1"
0.00591001220783949,0.336760897671756,0.306,0.267,1,"0","MRFAP1"
0.00605832995170779,0.276197298754827,0.447,0.405,1,"0","DDX17"
0.00645381575891934,0.339915377287339,0.362,0.324,1,"0","C19orf70"
0.00658405213757943,0.300940861074339,0.292,0.25,1,"0","YY1"
0.0071907867102924,0.308212058851572,0.3,0.258,1,"0","CCT6A"
0.00739651509342063,0.373907894852883,0.29,0.246,1,"0","EIF6"
0.0074586198927415,0.337505245285299,0.343,0.3,1,"0","RPS19BP1"
0.00758506842467793,0.370243873039123,0.322,0.285,1,"0","ARL5A"
0.00843210631188655,0.252880147003622,0.396,0.359,1,"0","HSPA5"
0.00912261392523127,0.29342891186148,0.373,0.337,1,"0","M6PR"
0.00977291972695309,0.262130043502632,0.384,0.342,1,"0","CASP4"
4.25524706334686e-173,0.593587653951674,1,1,7.0871139840042e-169,"1","RPS27"
2.42106539908996e-170,0.711828815209412,1,0.996,4.03228442218434e-166,"1","RPL31"
3.81280568094244e-161,0.52733301331508,1,0.999,6.35022786160963e-157,"1","RPL34"
4.38426678106595e-159,0.515723644867577,1,0.999,7.30199632386534e-155,"1","RPL21"
9.53371835177064e-157,0.535956482114086,1,1,1.5878407914874e-152,"1","RPS15A"
1.21342661893518e-156,0.538975891222147,1,1,2.02096203383655e-152,"1","RPS14"
1.30360626693825e-153,0.580506417794471,1,0.999,2.17115623758566e-149,"1","RPL35A"
3.13313206421428e-152,0.524354822726668,1,1,5.21823145294888e-148,"1","RPL32"
7.20613004073816e-149,0.62472608425054,1,0.997,1.20018095828494e-144,"1","RPS25"
7.18400723933772e-148,0.606255158640428,1,0.999,1.1964964057117e-143,"1","RPS6"
1.74256920978278e-143,0.603433473764439,1,0.997,2.90224901889322e-139,"1","RPL30"
1.33629090605151e-139,0.527338456805491,1,0.999,2.22559250402879e-135,"1","RPS27A"
4.04789411391275e-138,2.10508759942326,0.635,0.196,6.74176764672168e-134,"1","LEF1"
8.02578046941021e-138,3.09669448538285,0.41,0.071,1.33669373718027e-133,"1","FHIT"
7.11598257212797e-137,0.496887954209967,1,0.998,1.18516689738791e-132,"1","RPL11"
1.71985662453985e-133,0.480253886397771,1,1,2.86442120817112e-129,"1","RPS3A"
9.19901430677882e-132,0.542338916746099,1,0.999,1.53209583279401e-127,"1","RPS13"
1.4450106602358e-127,0.576224701471974,1,1,2.40666525462272e-123,"1","RPS29"
2.18481628462965e-122,2.07733782627438,0.602,0.188,3.63881152205069e-118,"1","CCR7"
1.71746253823488e-121,0.554339130626078,1,0.999,2.86043385743019e-117,"1","RPL3"
1.55339073724674e-120,0.487116289880263,1,0.999,2.58717227288445e-116,"1","RPLP2"
3.68060053305104e-119,0.517147909613283,1,0.998,6.13004018779651e-115,"1","RPL9"
1.24189182452475e-114,0.961613142958025,0.995,0.945,2.06837083374598e-110,"1","JUNB"
2.06679236233566e-114,0.483848496901315,1,0.998,3.44224267947005e-110,"1","RPL19"
2.61173446495648e-113,0.501994741421157,1,0.999,4.34984375138502e-109,"1","RPS12"
1.70208984158097e-108,0.412928803672227,1,1,2.8348306311531e-104,"1","RPL13"
1.96110435068949e-102,0.410776779972622,1,0.999,3.26621929607334e-98,"1","RPS28"
7.42830809618444e-101,0.546217775472356,0.998,0.992,1.23718471341952e-96,"1","RPS20"
1.384748414067e-100,2.10603835996616,0.491,0.145,2.30629848362858e-96,"1","MAL"
5.71510846012692e-100,0.465625014713972,1,0.999,9.51851314034138e-96,"1","RPS23"
8.46193146011282e-99,1.06794367345717,0.924,0.67,1.40933468468179e-94,"1","LDHB"
3.81494385135553e-96,0.39752583441209,1,0.999,6.35378898443263e-92,"1","RPL7"
1.7621017412854e-92,0.383836096007848,1,1,2.93478045011084e-88,"1","EEF1A1"
4.53930675664952e-90,0.952947896613461,0.953,0.8,7.56021540319978e-86,"1","SARAF"
5.03197803051225e-90,0.534662413966843,1,0.985,8.38075940981815e-86,"1","RPL22"
1.34816393121809e-85,0.471310374841717,1,0.994,2.24536702744373e-81,"1","RPL38"
6.08865364279185e-85,0.454886699184028,1,0.999,1.01406526420698e-80,"1","RPS3"
3.22495619513942e-83,0.33566347717095,1,1,5.37116454300471e-79,"1","RPL39"
1.36643924941445e-80,0.433928614701584,1,0.997,2.27580456989976e-76,"1","RPS16"
6.83435943457641e-79,0.409892419289555,1,0.997,1.1382625638287e-74,"1","RPS4X"
9.65178612902880e-79,0.526952403470669,1,0.983,1.60750497978975e-74,"1","RPL4"
1.27363117721377e-78,1.4242052479184,0.66,0.316,2.12123272564954e-74,"1","TCF7"
4.9866423274555e-77,0.355442731410792,1,1,8.30525279637713e-73,"1","RPL13A"
2.18174440259659e-76,0.383306475560313,1,1,3.63369530252462e-72,"1","RPS18"
2.69094683996181e-74,0.323083745495169,1,1,4.4817719619564e-70,"1","RPL10"
5.4878647341926e-73,1.26515669034133,0.744,0.436,9.14003871479778e-69,"1","NOSIP"
2.35896243557281e-72,0.424385163020015,1,0.993,3.92885193644651e-68,"1","RPL14"
9.78549144074775e-72,0.844837100606193,0.933,0.543,1.62977359945654e-67,"1","TRAC"
1.50658514557233e-71,0.471702266567495,0.998,0.989,2.50921755995071e-67,"1","RPS5"
2.6147393872829e-70,0.693757386405899,0.963,0.901,4.35484844951967e-66,"1","NPM1"
2.97746943177686e-70,0.400305017624276,1,0.998,4.95897533862437e-66,"1","RPL36"
1.17729604624153e-67,0.93341189455396,0.849,0.494,1.96078656501527e-63,"1","CD3E"
2.06786831666226e-66,0.360668151540229,1,0.998,3.444034681401e-62,"1","RPL37"
1.26055040385134e-64,0.456625708413275,0.995,0.983,2.09944669761441e-60,"1","RPL5"
2.44438579160048e-64,0.562789116710679,0.983,0.917,4.07112453591061e-60,"1","EEF1B2"
7.79243333976539e-64,0.384311011120286,1,0.998,1.29782977273793e-59,"1","RPS8"
2.10703741318903e-63,0.339602520520397,1,0.999,3.50927081166634e-59,"1","RPL27A"
1.00576784447168e-61,0.795287725469718,0.888,0.514,1.67510634496759e-57,"1","CD3D"
1.30729079096234e-60,1.65273435047403,0.446,0.173,2.17729281234777e-56,"1","TRAT1"
4.15081216707387e-59,0.433862086136556,0.997,0.985,6.91317766426153e-55,"1","RPS10"
4.7418635772138e-59,0.395919572951534,0.998,0.993,7.89757378784959e-55,"1","RPL10A"
8.74142931145357e-59,1.55975540979578,0.467,0.194,1.45588505182259e-54,"1","LDLRAP1"
1.1303777392377e-58,0.356059194631628,1,0.997,1.88264412470039e-54,"1","RPL18"
4.62475301315728e-57,0.382632643635223,1,0.999,7.70252614341344e-53,"1","RPL23A"
3.0446040500833e-54,1.03679511212233,0.781,0.524,5.07078804541374e-50,"1","TRBC2"
6.29811237853083e-53,1.17918091977444,0.649,0.394,1.04895061664431e-48,"1","LEPROTL1"
1.80311043640992e-52,0.423793650583428,0.992,0.982,3.00308043184072e-48,"1","RPL24"
1.65401076058985e-51,0.318465209964202,1,1,2.7547549217624e-47,"1","MALAT1"
2.2817683556292e-51,0.595865813151756,0.958,0.745,3.80028519630043e-47,"1","LTB"
2.85748598835092e-51,0.567726778003632,0.98,0.896,4.75914291359845e-47,"1","GLTSCR2"
7.54457420859955e-50,0.287140795821426,1,1,1.25654883444225e-45,"1","RPS2"
4.4243470608337e-47,0.519154394115545,0.986,0.945,7.36875002981853e-43,"1","BTG1"
2.77653741709827e-46,1.00920546254006,0.618,0.338,4.62432306817716e-42,"1","CD27"
9.23312736185056e-46,1.77635011766065,0.325,0.118,1.53777736211621e-41,"1","CAMK4"
1.17335120518563e-44,0.631109763999562,0.727,0.42,1.95421643223666e-40,"1","CD7"
1.23990834415095e-44,1.64242337633384,0.436,0.208,2.0650673471834e-40,"1","SOCS3"
1.35294062399795e-44,0.355606322374863,0.997,0.988,2.25332260926858e-40,"1","RPS21"
2.74221497256982e-44,1.23884916177205,0.528,0.277,4.56715903681504e-40,"1","PIK3IP1"
7.01807127195819e-44,0.259716458853748,1,0.999,1.16885977034464e-39,"1","RPS15"
1.79314209471508e-43,1.3872899299205,0.45,0.215,2.98647815874797e-39,"1","FLT3LG"
1.59332898763357e-42,0.507110358948184,0.957,0.938,2.6536894289037e-38,"1","TOMM7"
3.00612013073538e-42,0.327544130762798,1,0.995,5.00669307773978e-38,"1","RPL27"
4.85502397993239e-42,0.320089467860952,1,0.996,8.0860424385774e-38,"1","RPL6"
6.49185826344272e-42,0.27758702243074,1,0.999,1.08121899377639e-37,"1","TPT1"
4.50180532416853e-40,0.707220355115856,0.651,0.35,7.49775676740268e-36,"1","IL7R"
1.19514749666468e-39,1.00748784909875,0.581,0.324,1.99051815569502e-35,"1","CD3G"
2.41096295238768e-39,1.65783247443846,0.315,0.122,4.01545879720168e-35,"1","TRABD2A"
5.32122225042618e-38,0.75257027687512,0.72,0.452,8.8624956580848e-34,"1","LCK"
1.39868516339354e-37,0.384275198970926,0.988,0.972,2.32951013963194e-33,"1","PABPC1"
1.46494845654612e-37,0.729678143339514,0.798,0.597,2.43987165437756e-33,"1","AES"
7.04673100603225e-37,0.279253746308692,1,0.997,1.17363304905467e-32,"1","RPL29"
2.13846790873771e-36,0.553166754410888,0.915,0.846,3.56161830200266e-32,"1","EIF3E"
4.93674258772062e-35,1.00736275036299,0.548,0.326,8.2221447798487e-31,"1","DNAJB1"
4.53160183549112e-34,1.3473159015145,0.393,0.195,7.54738285701046e-30,"1","RCAN3"
1.52186038009574e-33,0.625611269894573,0.781,0.559,2.53465846304946e-29,"1","CD69"
3.04133715065668e-33,1.44824342433045,0.32,0.138,5.0653470244187e-29,"1","ITM2A"
6.7052218349282e-33,0.28406293588484,0.998,0.992,1.11675469660729e-28,"1","RPS7"
7.64852463086844e-33,0.361131453348146,0.997,0.961,1.27386177727114e-28,"1","RPSA"
1.0193351783738e-32,1.59110265330327,0.298,0.126,1.69770273958157e-28,"1","OXNAD1"
1.06173756029416e-32,0.879574317348912,0.598,0.372,1.76832390666992e-28,"1","LBH"
1.11004546703254e-32,0.815878455118726,0.643,0.417,1.8487807253427e-28,"1","GIMAP7"
1.1498312051508e-32,0.599996579892747,0.829,0.642,1.91504387217866e-28,"1","EVL"
4.63765386544528e-32,0.854501874734994,0.63,0.425,7.72401251289911e-28,"1","SLC2A3"
1.71236725304423e-31,0.83496441252349,0.699,0.541,2.85194765994516e-27,"1","C6orf48"
2.55260901117077e-30,0.844541600390805,0.61,0.418,4.25137030810492e-26,"1","RGS10"
4.51362636223741e-29,0.422499636825907,0.958,0.895,7.51744470630641e-25,"1","RPS4Y1"
5.77230702175404e-29,0.901540474343246,0.547,0.333,9.61377734473136e-25,"1","LAT"
1.03482480469861e-28,0.752375065001329,0.693,0.531,1.72350071222553e-24,"1","TMEM123"
3.11187213369541e-28,1.39783161288452,0.273,0.115,5.1828230386697e-24,"1","TXK"
7.96344924924395e-28,0.97499814694773,0.573,0.388,1.32631247246158e-23,"1","FOXP1"
1.81578467782336e-27,0.786094994160433,0.666,0.505,3.02418938091481e-23,"1","CMPK1"
6.94573267507081e-27,0.266719420772304,1,0.988,1.15681177703304e-22,"1","RPL7A"
7.66167375919615e-27,1.29175725800462,0.329,0.162,1.27605176459412e-22,"1","BCL11B"
1.61793731033556e-26,0.820039816112277,0.623,0.429,2.69467459036387e-22,"1","GYPC"
1.92146322745617e-26,0.887347315894701,0.514,0.314,3.20019700532826e-22,"1","RHOH"
1.24075933479912e-25,0.480902034536129,0.859,0.725,2.06648467210794e-21,"1","HSPA8"
7.37858863590731e-25,0.919128547812857,0.531,0.343,1.22890393731036e-20,"1","AAK1"
1.16305823592486e-24,1.46842476568334,0.25,0.11,1.93707349193286e-20,"1","TESPA1"
5.11954684508923e-24,1.0297578147161,0.407,0.23,8.52660527049611e-20,"1","LINC00861"
6.2210063042873e-24,0.252909065905056,0.998,0.989,1.03610859997905e-19,"1","GNB2L1"
1.09396279451248e-23,0.621952012700013,0.587,0.372,1.82199503426053e-19,"1","IFITM1"
2.27887290269336e-23,1.03536789985311,0.502,0.318,3.79546281943578e-19,"1","TRBC1"
3.6250183289591e-23,0.72278297588852,0.602,0.414,6.03746802688138e-19,"1","CLEC2D"
3.7115346158783e-23,1.18472020917662,0.303,0.151,6.1815609027453e-19,"1","ACTN1"
4.42989047341481e-23,1.04548728235126,0.377,0.217,7.37798258347236e-19,"1","MGAT4A"
6.71065686968176e-23,0.303963363021612,0.984,0.949,1.1176599016455e-18,"1","EEF2"
9.49515830629878e-23,1.04177489558251,0.373,0.208,1.58141861591406e-18,"1","RGCC"
1.43699961797563e-22,0.874332419270716,0.461,0.28,2.39332286373841e-18,"1","OCIAD2"
3.25763391472918e-22,0.326012086346949,0.974,0.938,5.42558928498144e-18,"1","RPL17"
3.71378229354989e-22,0.633223199794354,0.688,0.545,6.18530440990733e-18,"1","BTG2"
3.84459097139688e-22,1.04424324168507,0.422,0.271,6.4031662628615e-18,"1","STAT3"
2.13919578897247e-20,1.05736027386919,0.349,0.197,3.56283058653365e-16,"1","CD6"
2.18128921482253e-20,1.07739557242117,0.349,0.2,3.63293718728693e-16,"1","PIM2"
6.71640548402369e-20,1.08313120598882,0.325,0.178,1.11861733336414e-15,"1","SATB1"
1.87395264608332e-19,1.32998743937605,0.267,0.138,3.12106813205176e-15,"1","CHMP7"
3.24611794014377e-19,0.279676782634089,0.986,0.964,5.40640942930945e-15,"1","HNRNPA1"
3.42835412942293e-19,0.501156409162595,0.551,0.354,5.7099238025539e-15,"1","CD2"
7.29205827205351e-19,0.265462739475232,0.995,0.975,1.21449230521051e-14,"1","RPL23"
9.31514498523752e-19,0.256120487976364,0.995,0.973,1.55143739729131e-14,"1","RPL36A"
3.50191815778812e-18,0.586963675136047,0.707,0.606,5.83244469179611e-14,"1","SNHG8"
3.53067377125613e-18,0.450757004412439,0.884,0.797,5.88033716602708e-14,"1","ZFP36L2"
3.62969387585276e-17,0.382662952747931,0.894,0.849,6.04525515023278e-13,"1","SRSF5"
4.44132416686622e-17,1.09763511695537,0.275,0.149,7.39702539991569e-13,"1","SUSD3"
7.05848329273824e-17,0.640632709492221,0.66,0.543,1.17559039240555e-12,"1","RP11-347P5.1"
