"soup_gene_n","target_frac","actual_mean_frac","spearman_true_vs_decontx","pearson_true_vs_decontx","improvement_all_genes","improvement_hvg500","improvement_soup_genes","marker_leakage_reduction","no_correction_ARI_vs_clean","decontx_ARI_vs_clean","ARI_change_after_decontx"
1,0.02,0.0195816547435638,0.0260656537648135,0.0232316637565929,0.105909126607598,NA,0.238967003033128,NA,0.97516386446349,0.972765354804939,-0.00239850965855182
1,0.05,0.0494693373545094,0.0141659173270418,0.0251029826231415,0.177051945044618,NA,0.201030619401726,NA,0.982388361816151,0.970055092995722,-0.0123332688204292
1,0.1,0.100082491104477,-0.0123211727211616,0.0186753270236963,0.160871560297629,NA,0.166381271007363,NA,0.916342864753225,0.951713699399198,0.0353708346459735
1,0.2,0.200935132584462,-0.0167856236967729,0.0055864331064174,0.149523426711899,NA,0.150688139563131,NA,0.912649527816064,0.955064385147179,0.0424148573311152
100,0.02,0.0201888395538956,0.316940362001902,0.21178574439794,-2.80614540435939,-0.783703319611968,-2.68180577312726,1.15826247011761,0.967935760517535,0.959952263244131,-0.00798349727340342
100,0.05,0.0496243097058402,0.278461284984609,0.191938309265243,-0.717420030386064,0.0471438237155136,-0.654046158159774,0.474079915790562,0.958862037893735,0.953840526740779,-0.00502151115295646
100,0.1,0.100605101827822,0.226016801827802,0.152211092760651,0.0708529607301077,0.253388209654853,0.100211268153946,0.273860845660947,0.911835157479955,0.903841146226573,-0.00799401125338284
100,0.2,0.199991541213494,0.223519714093851,0.136850465841243,0.269938579390471,0.231793077775993,0.278144861840664,0.198616341104885,0.90219185700805,0.898414543296241,-0.00377731371180845
